online-tuner_mobile_dash_trace_29_1022_out_txt
appended	0.4	1	4.0	300
appended	0.7	2	7.65	300
appended	2.0	3	10.41	1200
appended	5.1	4	11.31	2850
appended	8.0	5	12.32	2850
appended	12.0	6	12.41	4300
appended	14.8	7	13.5	2850
appended	19.5	8	12.8	4300
appended	23.7	9	12.6	4300
appended	26.7	10	13.68	2850
appended	31.1	11	13.25	4300
appended	35.4	12	12.94	4300
appended	39.8	13	12.5	4300
appended	43.1	14	13.31	2850
appended	47.3	15	13.0	4300
appended	51.8	16	12.5	4300
appended	54.8	17	13.5	2850
appended	59.1	18	13.3	4300
appended	63.5	19	12.89	4300
appended	67.8	20	12.5	4300
appended	71.9	21	12.42	4300
appended	75.1	22	13.31	2850
appended	79.8	23	12.59	4300
appended	83.9	24	12.48	4300
appended	86.7	25	13.69	2850
appended	90.8	26	13.5	4300
appended	93.9	27	14.42	2850
appended	97.9	28	14.4	4300
appended	102.2	29	14.16	4300
appended	106.5	30	13.89	4300
appended	110.7	31	13.63	4300
appended	115.3	32	13.08	4300
appended	119.6	33	12.7	4300
appended	122.8	34	13.5	2850
appended	127.5	35	12.84	4300
appended	131.8	36	12.5	4300
appended	135.8	37	12.6	4300
appended	140.1	38	12.24	4300
appended	143.1	39	13.3	2850
appended	147.4	40	12.97	4300
appended	151.9	41	12.48	4300
appended	155.2	42	13.2	2850
appended	159.6	43	12.78	4300
appended	162.9	44	13.5	2850
appended	167.1	45	13.25	4300
appended	171.6	46	12.73	4300
appended	175.6	47	12.7	4300
appended	178.4	48	13.9	2850
appended	181.4	49	12.68	4300
